Date,result,rsi_7,rsi_14,roc_7,golden_cross_sma_25_75,golden_cross_sma_5_25,bband_signal
2004-04-15,0.0,45.28076089575462,54.44253661438695,-2.1416803953871466,0.0,0.0,0.0
2004-04-16,1.0,47.245895082014414,55.315431235716176,-1.1618257261410747,0.0,0.0,0.0
2004-04-19,0.0,40.95418541915625,51.42470889802344,-3.0402629416598215,0.0,0.0,0.0
2004-04-20,0.0,55.90228609060247,58.314038989930516,0.8375209380234505,0.0,0.0,0.0
2004-04-21,0.0,53.27955926361081,56.866430948951916,-0.7444168734491274,0.0,0.0,0.0
2004-04-22,0.0,55.12188390455491,57.714278089942106,-1.312551271534046,0.0,0.0,0.0
2004-04-23,0.0,63.51448379249628,61.76150575511027,0.08216926869351049,0.0,0.0,0.0
2004-04-26,0.0,65.9880257298166,63.03166226242689,2.946127946127941,0.0,0.0,0.0
2004-04-27,0.0,54.73253394175135,57.66813612306538,1.5952980688497043,0.0,0.0,0.0
2004-04-28,0.0,50.84128262663184,55.70479590120028,2.1186440677966045,0.0,0.0,0.0
2004-04-30,0.0,35.93721197345784,47.074930466623556,-1.9933554817275767,0.0,0.0,0.0
2004-05-06,0.0,29.15644683851863,42.27843602080788,-3.083333333333338,0.0,0.0,1.0
2004-05-07,1.0,26.11321497516668,39.95725922040572,-4.073150457190355,0.0,0.0,1.0
2004-05-10,0.0,13.411233286614777,27.370533182637036,-11.001642036124792,0.0,0.0,1.0
2004-05-11,0.0,22.23715488651895,31.98514868177057,-10.220768601798857,0.0,0.0,1.0
2004-05-12,0.0,33.52932361887358,38.04148911285284,-7.60330578512397,0.0,0.0,0.0
2004-05-13,0.0,26.917090900910257,33.39766919016595,-9.62655601659751,0.0,0.0,1.0
2004-05-14,1.0,29.165006389704363,34.58384631211788,-7.372881355932204,0.0,0.0,0.0
2004-05-17,1.0,22.34830273022988,29.736024672084856,-8.942390369733443,0.0,0.0,1.0
2004-05-18,0.0,30.68679363792805,34.12336925123153,-6.932409012131712,0.0,0.0,0.0
2004-05-19,1.0,42.65952714734879,40.762334505131975,1.3837638376383854,0.0,0.0,0.0
2004-05-20,0.0,39.77399552786978,39.229589313695016,-0.7285974499089298,0.0,0.0,0.0
2004-05-21,1.0,49.513033109469085,44.703221369725256,-0.536672629695889,0.0,0.0,0.0
2004-05-24,1.0,50.77929968048448,45.42509253452798,2.3875114784205786,0.0,0.0,0.0
2004-05-25,1.0,45.06510379224232,42.81666101207185,0.8234217749313766,0.0,0.0,0.0
2004-05-26,0.0,52.29203622715023,46.6251514138733,5.476864966949946,0.0,0.0,0.0
2004-05-27,0.0,53.71286826484908,47.37998120573076,4.283054003724396,0.0,0.0,0.0
2004-05-28,0.0,62.418194182905516,52.23017864653111,3.730664240218373,0.0,0.0,0.0
2004-05-31,0.0,54.6271847339494,49.06445199947721,3.394495412844045,0.0,0.0,0.0
2004-06-01,1.0,58.782553410408454,51.2666773797481,2.158273381294973,0.0,0.0,0.0
2004-06-02,1.0,54.27236291610361,49.474972183640276,1.255605381165914,0.0,1.0,0.0
2004-06-03,1.0,44.11741404525449,45.10924962393285,0.8166969147005432,0.0,0.0,0.0
2004-06-04,0.0,49.616655604431465,47.59904942176363,0.26857654431513556,0.0,0.0,0.0
2004-06-07,0.0,62.876479768705174,54.511984180418914,2.499999999999991,0.0,0.0,0.0
2004-06-08,0.0,64.8061214286983,55.63746046598105,1.140350877192975,0.0,0.0,0.0
2004-06-09,0.0,63.2713579648731,55.05071867404554,2.129547471162385,0.0,0.0,0.0
2004-06-10,0.0,69.92008875868588,58.79449296065486,2.7288732394366244,0.0,0.0,0.0
2004-06-11,0.0,62.49581267361264,55.97056380966466,2.5686448184233823,0.0,0.0,0.0
2004-06-14,0.0,57.003491561979835,53.805915309397555,3.6003600360035914,0.0,0.0,0.0
2004-06-15,0.0,54.604104597995274,52.86232843759233,2.499999999999991,0.0,0.0,0.0
2004-06-16,0.0,64.93560188144008,57.66008076884906,1.5679442508710784,0.0,0.0,0.0
2004-06-17,1.0,62.18378596493923,56.62561514097689,0.8673026886383273,0.0,0.0,0.0
2004-06-18,0.0,50.52624168649979,51.94229924205498,-0.17376194613379914,0.0,0.0,0.0
2004-06-21,1.0,59.40494992424175,55.8726644637779,-0.3427592116538092,0.0,0.0,0.0
2004-06-22,1.0,58.52962483625498,55.52336146176049,0.3454231433505983,0.0,0.0,0.0
2004-06-23,0.0,59.90804237368786,56.1142977592162,1.1294526498696777,0.0,0.0,0.0
2004-06-24,0.0,69.40075465965477,60.62183063558082,2.7874564459930307,0.0,0.0,0.0
2004-06-25,0.0,71.83229423374281,61.937503231853356,1.6295025728988,0.0,0.0,0.0
2004-06-28,0.0,75.47078333314458,64.00948095807412,2.579535683576961,0.0,0.0,0.0
2004-06-29,0.0,72.73063678135932,63.0849147384656,3.6553524804177506,0.0,0.0,0.0
2004-06-30,0.0,74.35976400148222,63.92661328303417,2.665520206362859,0.0,0.0,0.0
2004-07-01,0.0,74.3597640014822,63.926613283034186,2.753872633390708,1.0,0.0,0.0
